region,educ,age,female,industry,work_hours,wage,foreign_language,internet,alcohol,is_children,health,weight,height,smoke,year
Томск,1,21.0,1,ФИНАНСЫ,8.0,30000.0,1,1,1,0,1,44.0,157.0,0,2020
Томск,2,47.0,0,СТРОИТЕЛЬСТВО,8.0,30000.0,1,1,1,1,1,65.0,174.0,0,2020
Томск,2,49.0,1,"ТОРГОВЛЯ, БЫТОВОЕ ОБСЛУЖИВАНИЕ",9.0,20000.0,0,1,1,1,0,63.0,167.0,0,2020
Томск,0,51.0,1,"ТРАНСПОРТ, СВЯЗЬ",8.0,17000.0,0,1,1,1,0,85.0,163.0,0,2020
Липецк,1,26.0,0,ДРУГАЯ ОТРАСЛЬ ТЯЖЕЛОЙ ПРОМЫШЛЕННОСТИ,12.0,28000.0,0,1,0,0,0,60.0,168.0,0,2020
Липецк,0,39.0,0,СТРОИТЕЛЬСТВО,12.0,18000.0,0,1,1,1,1,63.0,175.0,1,2020
Липецк,2,37.0,1,"ТОРГОВЛЯ, БЫТОВОЕ ОБСЛУЖИВАНИЕ",8.0,18000.0,1,1,1,1,0,67.0,170.0,0,2020
Липецк,2,49.0,1,СТРОИТЕЛЬСТВО,8.0,17000.0,0,0,1,1,1,63.0,165.0,0,2020
Липецк,1,37.0,0,НЕФТЕГАЗОВАЯ ПРОМЫШЛЕННОСТЬ,8.0,27000.0,0,1,1,1,0,75.0,172.0,1,2020
Липецк,1,53.0,0,СТРОИТЕЛЬСТВО,8.0,23000.0,0,0,1,1,0,74.0,175.0,1,2020
Липецк,1,35.0,1,"ТОРГОВЛЯ, БЫТОВОЕ ОБСЛУЖИВАНИЕ",8.0,15000.0,0,1,1,1,0,63.0,170.0,0,2020
Липецк,1,34.0,0,СТРОИТЕЛЬСТВО,8.0,30000.0,0,1,1,1,0,75.0,175.0,1,2020
Липецк,2,32.0,1,СТРОИТЕЛЬСТВО,8.0,17000.0,0,1,0,1,0,86.0,172.0,0,2020
Липецк,2,33.0,1,ГРАЖДАНСКОЕ МАШИНОСТРОЕНИЕ,8.0,22000.0,1,1,1,1,0,79.0,172.0,0,2020
Липецк,2,30.0,1,"ТОРГОВЛЯ, БЫТОВОЕ ОБСЛУЖИВАНИЕ",10.0,22000.0,0,1,1,1,0,83.0,182.0,0,2020
Липецк,2,34.0,1,ФИНАНСЫ,8.0,12000.0,1,1,1,1,0,78.0,172.0,0,2020
"Алтайский край, Бийск и Бийский район",2,38.0,1,ОБРАЗОВАНИЕ,8.0,30000.0,0,1,0,1,1,75.0,164.0,0,2020
"Алтайский край, Бийск и Бийский район",2,43.0,0,ЗДРАВООХРАНЕНИЕ,8.0,25000.0,0,1,0,1,1,87.0,168.0,0,2020
Владивосток,0,64.0,0,ВОЕННО-ПРОМЫШЛЕННЫЙ КОМПЛЕКС,8.0,28000.0,0,1,1,1,0,84.0,172.0,0,2020
Владивосток,0,58.0,1,"ТОРГОВЛЯ, БЫТОВОЕ ОБСЛУЖИВАНИЕ",8.0,35000.0,0,0,0,1,0,62.0,165.0,0,2020
Владивосток,2,59.0,0,ОБРАЗОВАНИЕ,6.0,60000.0,1,1,1,1,0,64.0,169.0,1,2020
Владивосток,2,30.0,0,ОБРАЗОВАНИЕ,5.0,40000.0,1,1,1,0,0,65.0,175.0,0,2020
Владивосток,1,48.0,1,ОБРАЗОВАНИЕ,6.0,30000.0,0,1,1,1,0,65.0,166.0,0,2020
Владивосток,2,42.0,0,"IT, ИНФОРМАЦИОННЫЕ ТЕХНОЛОГИИ",8.0,80000.0,1,1,1,1,0,66.0,182.0,0,2020
"Амурская область, Тамбовский район",0,42.0,0,"АРМИЯ, МВД, ОРГАНЫ БЕЗОПАСНОСТИ",24.0,16000.0,0,1,0,1,0,130.0,180.0,0,2020
"Саратовская область, Вольск и Вольский район",1,46.0,1,ЗДРАВООХРАНЕНИЕ,8.0,17300.0,0,1,1,1,0,60.0,164.0,0,2020
"Саратовская область, Вольск и Вольский район",2,22.0,1,ОБРАЗОВАНИЕ,7.0,23000.0,1,1,1,0,0,67.0,162.0,0,2020
"Коми Республика, Сыктывкар",2,31.0,1,"IT, ИНФОРМАЦИОННЫЕ ТЕХНОЛОГИИ",7.0,8100.0,0,1,0,1,0,73.0,159.0,0,2020
"Коми Республика, Сыктывкар",1,37.0,0,"ТОРГОВЛЯ, БЫТОВОЕ ОБСЛУЖИВАНИЕ",11.0,60000.0,0,1,1,1,0,82.0,174.0,1,2020
"Коми Республика, Сыктывкар",0,57.0,0,"ДЕРЕВООБРАБАТЫВАЮЩАЯ ПРОМЫШЛЕННОСТЬ, ЛЕСНОЕ ХОЗЯЙСТВО",8.0,35000.0,0,1,1,1,0,57.0,170.0,1,2020
"Коми Республика, Сыктывкар",2,57.0,1,"ТРАНСПОРТ, СВЯЗЬ",8.0,40000.0,0,1,1,1,1,97.0,160.0,0,2020
Челябинск,2,37.0,0,"АРМИЯ, МВД, ОРГАНЫ БЕЗОПАСНОСТИ",8.0,60000.0,0,1,1,1,0,75.0,172.0,0,2020
Челябинск,0,64.0,1,ЗДРАВООХРАНЕНИЕ,10.0,13000.0,0,0,0,1,0,72.5,162.0,0,2020
Челябинск,2,52.0,1,ЖИЛИЩНО-КОММУНАЛЬНОЕ ХОЗЯЙСТВО,8.0,33000.0,0,1,1,1,0,95.0,170.0,0,2020
Челябинск,2,64.0,0,ОБРАЗОВАНИЕ,7.0,18000.0,0,1,1,1,0,104.0,173.0,0,2020
Челябинск,0,44.0,0,ГРАЖДАНСКОЕ МАШИНОСТРОЕНИЕ,12.0,25000.0,0,1,0,1,0,89.0,172.0,1,2020
Челябинск,0,52.0,0,ФИНАНСЫ,8.0,23000.0,0,1,1,1,0,80.0,183.0,0,2020
"Челябинская область, Красноармейский район",2,34.0,1,"ТОРГОВЛЯ, БЫТОВОЕ ОБСЛУЖИВАНИЕ",15.0,22000.0,0,1,1,1,0,105.0,170.0,1,2020
"Челябинская область, Красноармейский район",2,39.0,0,"АРМИЯ, МВД, ОРГАНЫ БЕЗОПАСНОСТИ",24.0,24000.0,0,1,1,1,0,82.0,180.0,0,2020
"Челябинская область, Красноармейский район",0,41.0,0,"ТОРГОВЛЯ, БЫТОВОЕ ОБСЛУЖИВАНИЕ",3.0,8200.0,0,1,1,1,0,100.2,193.1,1,2020
"Челябинская область, Красноармейский район",0,39.0,1,"ТОРГОВЛЯ, БЫТОВОЕ ОБСЛУЖИВАНИЕ",3.0,9000.0,0,1,1,1,0,102.1,176.1,0,2020
Нижний Новгород,1,39.0,1,"НАУКА, КУЛЬТУРА",8.0,8000.0,0,1,0,1,0,50.0,159.0,0,2020
Нижний Новгород,2,42.0,0,ГРАЖДАНСКОЕ МАШИНОСТРОЕНИЕ,8.0,60000.0,0,1,1,1,1,94.0,186.0,0,2020
"Краснодарский край, Кущевский район",0,29.0,1,"ТОРГОВЛЯ, БЫТОВОЕ ОБСЛУЖИВАНИЕ",8.0,26000.0,0,1,1,1,1,57.0,162.0,0,2020
"Краснодарский край, Кущевский район",0,62.0,0,"ТОРГОВЛЯ, БЫТОВОЕ ОБСЛУЖИВАНИЕ",12.0,75000.0,0,1,0,1,0,90.0,176.0,1,2020
Смоленск,1,31.0,0,ДРУГАЯ ОТРАСЛЬ ТЯЖЕЛОЙ ПРОМЫШЛЕННОСТИ,8.0,15000.0,0,1,1,0,0,56.0,173.0,1,2020
Смоленск,1,24.0,0,"ТРАНСПОРТ, СВЯЗЬ",12.0,25000.0,0,1,1,0,0,85.0,180.0,0,2020
"Ростовская область, Батайск",1,35.0,0,"ТОРГОВЛЯ, БЫТОВОЕ ОБСЛУЖИВАНИЕ",6.0,20000.0,0,1,1,1,0,75.0,190.0,1,2020
"Ростовская область, Батайск",1,51.0,0,"ЛЕГКАЯ, ПИЩЕВАЯ ПРОМЫШЛЕННОСТЬ",8.0,40000.0,0,1,1,1,0,82.0,175.0,1,2020
"Ростовская область, Батайск",1,45.0,1,"ТОРГОВЛЯ, БЫТОВОЕ ОБСЛУЖИВАНИЕ",8.0,22000.0,0,1,1,1,0,72.0,160.0,0,2020
"Ростовская область, Батайск",2,26.0,1,"НАУКА, КУЛЬТУРА",8.0,22000.0,1,1,1,0,0,57.0,163.0,0,2020
Московская область,0,50.0,1,"ТОРГОВЛЯ, БЫТОВОЕ ОБСЛУЖИВАНИЕ",13.0,20000.0,0,0,1,1,1,64.0,160.0,1,2020
Московская область,0,32.0,0,"ЛЕГКАЯ, ПИЩЕВАЯ ПРОМЫШЛЕННОСТЬ",8.0,50000.0,1,1,0,1,0,78.0,175.0,1,2020
Московская область,1,46.0,1,ЗДРАВООХРАНЕНИЕ,12.0,31000.0,1,1,1,1,1,90.0,158.0,0,2020
Московская область,0,50.0,0,"АРМИЯ, МВД, ОРГАНЫ БЕЗОПАСНОСТИ",24.0,20000.0,0,1,1,1,0,96.0,176.0,1,2020
Московская область,1,36.0,0,"ТОРГОВЛЯ, БЫТОВОЕ ОБСЛУЖИВАНИЕ",8.0,50000.0,1,1,1,1,0,90.0,186.0,1,2020
Московская область,1,71.0,1,ЖИЛИЩНО-КОММУНАЛЬНОЕ ХОЗЯЙСТВО,24.0,18000.0,0,1,1,1,0,71.0,158.0,1,2020
Московская область,1,41.0,1,"СМИ, ИЗДАТЕЛЬСТВО, ПЕЧАТЬ, ТЕЛЕКОММУНИКАЦИИ",12.0,60000.0,0,1,1,1,0,64.0,164.0,1,2020
Московская область,1,40.0,0,"СМИ, ИЗДАТЕЛЬСТВО, ПЕЧАТЬ, ТЕЛЕКОММУНИКАЦИИ",12.0,70000.0,0,1,1,1,0,70.0,174.0,1,2020
Московская область,1,73.0,1,ЗДРАВООХРАНЕНИЕ,6.0,24000.0,0,0,0,1,0,50.0,156.0,0,2020
Московская область,2,34.0,0,"IT, ИНФОРМАЦИОННЫЕ ТЕХНОЛОГИИ",8.0,140000.0,1,1,0,1,0,85.0,182.0,0,2020
"Новосибирская область, Бердский район (с 2003 года)",1,50.0,0,ГРАЖДАНСКОЕ МАШИНОСТРОЕНИЕ,8.0,23000.0,0,1,1,0,0,67.0,177.0,1,2020
"Новосибирская область, Бердский район (с 2003 года)",0,64.0,1,ХИМИЧЕСКАЯ ПРОМЫШЛЕННОСТЬ,8.0,13000.0,0,1,1,1,1,80.0,156.0,0,2020
"Новосибирская область, Бердский район (с 2003 года)",2,37.0,1,"ТОРГОВЛЯ, БЫТОВОЕ ОБСЛУЖИВАНИЕ",8.0,20000.0,0,1,1,1,0,55.0,162.0,0,2020
"Новосибирская область, Бердский район (с 2003 года)",2,41.0,0,"ТОРГОВЛЯ, БЫТОВОЕ ОБСЛУЖИВАНИЕ",8.0,30000.0,0,1,1,1,0,95.0,180.0,1,2020
"Новосибирская область, Бердский район (с 2003 года)",2,43.0,1,ЗДРАВООХРАНЕНИЕ,8.0,25000.0,1,1,1,1,0,54.0,170.0,0,2020
"Новосибирская область, Бердский район (с 2003 года)",2,49.0,0,"АРМИЯ, МВД, ОРГАНЫ БЕЗОПАСНОСТИ",8.0,30000.0,1,1,1,1,0,82.0,167.0,0,2020
"Новосибирская область, Бердский район (с 2003 года)",0,29.0,0,ГРАЖДАНСКОЕ МАШИНОСТРОЕНИЕ,8.0,30000.0,0,1,1,1,0,85.0,174.0,1,2020
Московская область,0,71.0,1,ЖИЛИЩНО-КОММУНАЛЬНОЕ ХОЗЯЙСТВО,12.0,17000.0,0,0,1,1,0,80.0,152.0,0,2020
Москва,0,55.0,0,"СМИ, ИЗДАТЕЛЬСТВО, ПЕЧАТЬ, ТЕЛЕКОММУНИКАЦИИ",9.0,53000.0,0,1,0,1,1,102.0,188.0,1,2020
Москва,2,52.0,1,"СМИ, ИЗДАТЕЛЬСТВО, ПЕЧАТЬ, ТЕЛЕКОММУНИКАЦИИ",10.0,17400.0,0,1,1,1,0,64.0,168.0,0,2020
Москва,2,37.0,1,ФИНАНСЫ,8.0,48000.0,0,1,1,1,0,92.0,180.0,1,2020
Москва,2,49.0,1,ЖИЛИЩНО-КОММУНАЛЬНОЕ ХОЗЯЙСТВО,12.0,34100.0,0,1,1,1,1,87.0,154.0,0,2020
Москва,0,32.0,1,СОЦИАЛЬНОЕ ОБСЛУЖИВАНИЕ,8.0,180000.0,1,1,1,1,1,80.0,155.0,0,2020
Москва,0,51.0,1,ВОЕННО-ПРОМЫШЛЕННЫЙ КОМПЛЕКС,8.0,29000.0,0,1,1,0,0,81.0,170.0,1,2020
Москва,2,48.0,0,СТРОИТЕЛЬСТВО,8.0,45000.0,1,1,1,1,0,90.0,170.0,1,2020
Санкт-Петербург,1,26.0,1,"ТОРГОВЛЯ, БЫТОВОЕ ОБСЛУЖИВАНИЕ",8.0,25000.0,0,1,1,0,0,56.0,153.0,0,2020
Санкт-Петербург,0,36.0,0,УСЛУГИ НАСЕЛЕНИЮ,12.0,50000.0,0,1,1,1,0,80.0,178.0,1,2020
Санкт-Петербург,0,45.0,1,"ТОРГОВЛЯ, БЫТОВОЕ ОБСЛУЖИВАНИЕ",12.0,40000.0,0,1,1,1,0,85.0,175.0,1,2020
Санкт-Петербург,0,19.0,1,"ТОРГОВЛЯ, БЫТОВОЕ ОБСЛУЖИВАНИЕ",12.0,27000.0,0,1,1,0,0,63.0,168.0,1,2020
Санкт-Петербург,1,35.0,1,"ТОРГОВЛЯ, БЫТОВОЕ ОБСЛУЖИВАНИЕ",8.0,18000.0,1,1,1,1,0,58.0,169.0,0,2020
"Ленинградская область, Волосовский район",1,35.0,0,СТРОИТЕЛЬСТВО,12.0,40000.0,0,1,1,1,0,55.0,175.0,1,2020
"Тамбовская область, Уварово и Уваровский район",1,39.0,0,СЕЛЬСКОЕ ХОЗЯЙСТВО,24.0,12300.0,0,1,1,1,0,95.0,176.0,0,2020
"Красноярский край, Назарово и Назаровский район",2,37.0,0,"АРМИЯ, МВД, ОРГАНЫ БЕЗОПАСНОСТИ",8.0,52000.0,0,1,1,1,0,60.0,170.0,0,2020
"Ленинградская область, Волосовский район",1,55.0,1,"ТРАНСПОРТ, СВЯЗЬ",6.0,13000.0,0,1,0,1,0,105.0,164.0,0,2020
"Ленинградская область, Волосовский район",0,58.0,1,ЖИЛИЩНО-КОММУНАЛЬНОЕ ХОЗЯЙСТВО,4.0,12500.0,0,0,1,1,0,42.0,150.0,1,2020
"Удмуртская Республика, Глазов и Глазовский район",2,45.0,1,ОБРАЗОВАНИЕ,8.0,34400.0,0,1,1,1,0,67.0,160.0,0,2020
"Удмуртская Республика, Глазов и Глазовский район",2,35.0,1,ОБРАЗОВАНИЕ,6.0,21000.0,0,1,1,1,0,61.0,160.0,0,2020
"Удмуртская Республика, Глазов и Глазовский район",0,32.0,0,СТРОИТЕЛЬСТВО,6.0,14000.0,1,1,0,1,1,50.0,171.0,0,2020
"Пермский край, Соликамск и Соликамский район",2,35.0,1,ОРГАНЫ УПРАВЛЕНИЯ,8.0,16000.0,0,1,1,1,0,68.0,170.0,0,2020
"Пермский край, Соликамск и Соликамский район",1,35.0,0,СТРОИТЕЛЬСТВО,8.0,52000.0,0,1,1,1,0,63.0,172.0,0,2020
"Калужская область, Куйбышевский район",2,32.0,1,"АРМИЯ, МВД, ОРГАНЫ БЕЗОПАСНОСТИ",24.0,3400.0,1,1,1,1,0,64.0,170.0,0,2020
"Калужская область, Куйбышевский район",0,38.0,0,"АРМИЯ, МВД, ОРГАНЫ БЕЗОПАСНОСТИ",24.0,28600.0,0,1,0,1,0,94.0,169.0,1,2020
"Тамбовская область, Уварово и Уваровский район",0,42.0,1,"ТОРГОВЛЯ, БЫТОВОЕ ОБСЛУЖИВАНИЕ",10.0,16000.0,0,1,1,1,0,120.0,177.0,0,2020
"Тамбовская область, Уварово и Уваровский район",0,60.0,0,"АРМИЯ, МВД, ОРГАНЫ БЕЗОПАСНОСТИ",8.0,26000.0,0,0,0,1,1,98.0,172.0,0,2020
"Тамбовская область, Уварово и Уваровский район",1,47.0,1,ЗДРАВООХРАНЕНИЕ,24.0,25000.0,0,1,1,1,1,95.0,165.0,0,2020
"Тамбовская область, Уварово и Уваровский район",1,21.0,1,ЗДРАВООХРАНЕНИЕ,24.0,30000.0,0,1,1,0,0,56.0,170.0,0,2020
"Тамбовская область, Уварово и Уваровский район",1,35.0,0,"ЛЕГКАЯ, ПИЩЕВАЯ ПРОМЫШЛЕННОСТЬ",8.0,20800.0,0,1,1,1,1,80.0,174.0,0,2020
"Волгоградская область, Руднянский район",0,30.0,0,СЕЛЬСКОЕ ХОЗЯЙСТВО,8.0,20000.0,0,1,1,1,0,70.0,167.0,1,2020
Казань,0,57.0,0,"ТОРГОВЛЯ, БЫТОВОЕ ОБСЛУЖИВАНИЕ",12.0,15000.0,0,0,1,0,1,78.0,182.0,1,2020
Курган,2,38.0,0,"ЛЕГКАЯ, ПИЩЕВАЯ ПРОМЫШЛЕННОСТЬ",8.0,38000.0,1,1,1,1,0,93.0,176.0,0,2020
"Оренбургская область, Орск",1,48.0,0,СТРОИТЕЛЬСТВО,10.0,25000.0,0,1,0,1,1,82.0,175.0,0,2020
"Оренбургская область, Орск",1,46.0,1,ДРУГАЯ ОТРАСЛЬ ТЯЖЕЛОЙ ПРОМЫШЛЕННОСТИ,8.0,15000.0,0,0,0,1,1,78.0,158.0,0,2020
"Республика Чувашия, Шумерля и Шумерлинский район",0,58.0,0,НЕФТЕГАЗОВАЯ ПРОМЫШЛЕННОСТЬ,8.0,25000.0,0,1,1,1,0,87.0,178.0,0,2020
"Республика Чувашия, Шумерля и Шумерлинский район",0,49.0,0,ДРУГАЯ ОТРАСЛЬ ТЯЖЕЛОЙ ПРОМЫШЛЕННОСТИ,8.0,35000.0,0,0,0,1,0,70.0,170.0,1,2020
"Республика Чувашия, Шумерля и Шумерлинский район",1,60.0,1,ОБРАЗОВАНИЕ,11.0,15400.0,0,0,1,1,1,90.0,159.0,0,2020
"Ставропольский край, Георгиевск и Георгиевский район",0,65.0,0,"АРМИЯ, МВД, ОРГАНЫ БЕЗОПАСНОСТИ",24.0,12000.0,0,0,1,1,1,74.0,165.0,1,2020
"Ставропольский край, Георгиевск и Георгиевский район",2,39.0,1,ЭНЕРГЕТИЧЕСКАЯ ПРОМЫШЛЕННОСТЬ,8.0,32000.0,0,1,1,1,0,64.0,168.0,0,2020
"Ставропольский край, Георгиевск и Георгиевский район",0,37.0,0,"ЛЕГКАЯ, ПИЩЕВАЯ ПРОМЫШЛЕННОСТЬ",12.0,38000.0,0,1,1,1,0,87.0,166.0,1,2020
"Ставропольский край, Георгиевск и Георгиевский район",2,47.0,1,ОБРАЗОВАНИЕ,8.0,23000.0,0,1,1,1,1,65.0,160.0,0,2020
"Ставропольский край, Георгиевск и Георгиевский район",0,59.0,0,"ТРАНСПОРТ, СВЯЗЬ",10.0,35000.0,0,1,1,1,1,86.0,175.0,1,2020
"Алтайский край, Курьинский район",0,39.0,0,ЗДРАВООХРАНЕНИЕ,24.0,15000.0,0,1,1,1,0,92.0,180.0,0,2020
"Алтайский край, Курьинский район",0,34.0,0,ДРУГАЯ ОТРАСЛЬ ТЯЖЕЛОЙ ПРОМЫШЛЕННОСТИ,12.0,25000.0,0,1,1,1,0,70.0,172.0,1,2020
"Алтайский край, Курьинский район",0,32.0,0,ДРУГАЯ ОТРАСЛЬ ТЯЖЕЛОЙ ПРОМЫШЛЕННОСТИ,12.0,60000.0,0,1,1,1,1,80.0,173.0,0,2020
"Алтайский край, Курьинский район",0,36.0,0,СЕЛЬСКОЕ ХОЗЯЙСТВО,8.0,30000.0,0,0,0,1,1,80.0,172.0,1,2020
Красноярск,2,38.0,1,ОРГАНЫ УПРАВЛЕНИЯ,8.0,41000.0,0,1,0,1,0,57.0,170.0,0,2020
Красноярск,0,39.0,0,"ТОРГОВЛЯ, БЫТОВОЕ ОБСЛУЖИВАНИЕ",12.0,20000.0,0,1,1,1,0,62.0,162.0,0,2020
Красноярск,2,22.0,1,ЮРИСПРУДЕНЦИЯ,8.0,6000.0,1,1,1,0,1,64.0,175.0,0,2020
"Тверская область, Ржев и Ржевский район",0,57.0,0,СТРОИТЕЛЬСТВО,10.0,35000.0,0,1,1,1,0,88.0,180.0,0,2020
Саратов,2,60.0,0,ЭНЕРГЕТИЧЕСКАЯ ПРОМЫШЛЕННОСТЬ,8.0,30000.0,0,1,1,1,0,125.0,182.0,0,2020
Саратов,2,34.0,1,ОБРАЗОВАНИЕ,8.0,28000.0,0,1,0,1,0,73.0,163.0,0,2020
Саратов,2,34.0,0,НЕФТЕГАЗОВАЯ ПРОМЫШЛЕННОСТЬ,8.0,40000.0,0,1,1,1,0,100.0,165.0,0,2020
Томск,0,30.0,0,"ТОРГОВЛЯ, БЫТОВОЕ ОБСЛУЖИВАНИЕ",8.0,30000.0,0,1,1,1,0,78.0,180.0,1,2020
Томск,2,37.0,1,"ТОРГОВЛЯ, БЫТОВОЕ ОБСЛУЖИВАНИЕ",8.0,46000.0,0,1,1,1,0,77.0,170.0,1,2020
Томск,1,28.0,1,"ТОРГОВЛЯ, БЫТОВОЕ ОБСЛУЖИВАНИЕ",7.0,20000.0,1,1,1,0,0,56.0,162.0,0,2020
Томск,1,36.0,0,"АРМИЯ, МВД, ОРГАНЫ БЕЗОПАСНОСТИ",24.0,9000.0,0,1,0,0,0,65.0,168.0,0,2020
Томск,1,34.0,0,"ТОРГОВЛЯ, БЫТОВОЕ ОБСЛУЖИВАНИЕ",9.0,27500.0,0,1,1,1,0,70.0,174.0,0,2020
Липецк,0,43.0,0,"АРМИЯ, МВД, ОРГАНЫ БЕЗОПАСНОСТИ",12.0,30000.0,0,1,1,1,0,97.0,175.0,1,2020
Липецк,2,37.0,0,"АРМИЯ, МВД, ОРГАНЫ БЕЗОПАСНОСТИ",8.0,35000.0,1,1,1,0,0,77.0,175.0,0,2020
Липецк,1,38.0,1,"ЛЕГКАЯ, ПИЩЕВАЯ ПРОМЫШЛЕННОСТЬ",8.0,19000.0,0,1,1,1,0,68.0,170.0,0,2020
Липецк,1,39.0,0,"ТОРГОВЛЯ, БЫТОВОЕ ОБСЛУЖИВАНИЕ",8.0,23000.0,0,1,1,1,0,78.0,180.0,0,2020
Липецк,2,34.0,0,ДРУГАЯ ОТРАСЛЬ ТЯЖЕЛОЙ ПРОМЫШЛЕННОСТИ,8.0,25000.0,1,1,1,1,0,74.0,173.0,0,2020
"Красноярский край, Назарово и Назаровский район",0,35.0,0,ЭНЕРГЕТИЧЕСКАЯ ПРОМЫШЛЕННОСТЬ,12.0,25300.0,0,1,1,1,0,70.0,176.0,1,2020
"Алтайский край, Бийск и Бийский район",2,45.0,0,"ЛЕГКАЯ, ПИЩЕВАЯ ПРОМЫШЛЕННОСТЬ",8.0,40000.0,1,1,1,1,1,87.0,178.0,0,2020
"Алтайский край, Бийск и Бийский район",2,39.0,1,"ЛЕГКАЯ, ПИЩЕВАЯ ПРОМЫШЛЕННОСТЬ",7.0,100000.0,0,1,1,1,0,62.0,164.0,0,2020
"Алтайский край, Бийск и Бийский район",0,43.0,1,ГРАЖДАНСКОЕ МАШИНОСТРОЕНИЕ,5.0,27000.0,0,1,1,0,0,47.0,142.0,0,2020
"Алтайский край, Бийск и Бийский район",2,51.0,1,ФИНАНСЫ,8.0,17000.0,0,1,1,1,1,85.0,168.0,0,2020
"Алтайский край, Бийск и Бийский район",0,55.0,0,"ЛЕГКАЯ, ПИЩЕВАЯ ПРОМЫШЛЕННОСТЬ",24.0,10000.0,0,0,1,1,0,69.0,176.0,1,2020
"Алтайский край, Бийск и Бийский район",0,40.0,0,"ЛЕГКАЯ, ПИЩЕВАЯ ПРОМЫШЛЕННОСТЬ",10.0,30000.0,0,1,1,1,0,90.0,185.0,0,2020
"Алтайский край, Бийск и Бийский район",0,47.0,1,"ТРАНСПОРТ, СВЯЗЬ",2.0,7000.0,0,1,0,1,1,80.0,165.0,0,2020
"Амурская область, Тамбовский район",0,50.0,0,СЕЛЬСКОЕ ХОЗЯЙСТВО,8.0,12000.0,0,1,0,1,0,98.0,173.0,0,2020
"Амурская область, Тамбовский район",2,26.0,0,СЕЛЬСКОЕ ХОЗЯЙСТВО,8.0,30000.0,0,1,1,0,0,64.0,176.0,1,2020
"Коми Республика, Сыктывкар",2,42.0,0,"ТОРГОВЛЯ, БЫТОВОЕ ОБСЛУЖИВАНИЕ",10.0,100000.0,1,1,1,1,0,92.0,178.0,0,2020
"Коми Республика, Сыктывкар",2,38.0,1,ЗДРАВООХРАНЕНИЕ,8.0,40000.0,0,1,1,1,1,95.0,164.0,0,2020
"Коми Республика, Сыктывкар",2,47.0,1,"ТОРГОВЛЯ, БЫТОВОЕ ОБСЛУЖИВАНИЕ",8.0,35000.0,0,1,1,1,0,82.0,169.0,0,2020
"Коми Республика, Сыктывкар",0,50.0,0,"ТРАНСПОРТ, СВЯЗЬ",16.0,45000.0,0,1,1,1,0,77.0,170.0,1,2020
"Коми Республика, Сыктывкар",2,33.0,1,УСЛУГИ НАСЕЛЕНИЮ,7.0,30000.0,1,1,0,1,1,50.0,164.0,0,2020
Челябинск,0,38.0,1,"ТОРГОВЛЯ, БЫТОВОЕ ОБСЛУЖИВАНИЕ",4.0,12000.0,0,1,0,1,0,56.0,153.0,1,2020
Челябинск,2,55.0,0,ЮРИСПРУДЕНЦИЯ,10.0,70000.0,1,1,1,1,0,116.0,178.0,0,2020
"Челябинская область, Красноармейский район",0,49.0,0,ДРУГАЯ ОТРАСЛЬ ТЯЖЕЛОЙ ПРОМЫШЛЕННОСТИ,8.0,25000.0,0,1,1,1,1,76.0,178.0,1,2020
"Челябинская область, Красноармейский район",0,52.0,1,ЗДРАВООХРАНЕНИЕ,12.0,32000.0,0,1,1,1,1,90.0,173.0,0,2020
Нижний Новгород,1,42.0,1,ОБРАЗОВАНИЕ,10.0,15000.0,0,1,1,1,1,65.0,160.0,1,2020
"Пензенская область, Земетчинский район",0,40.0,0,ЖИЛИЩНО-КОММУНАЛЬНОЕ ХОЗЯЙСТВО,8.0,30000.0,0,1,0,1,0,100.0,180.0,1,2020
"Пензенская область, Земетчинский район",2,42.0,1,ЗДРАВООХРАНЕНИЕ,8.0,12000.0,0,1,1,1,0,62.0,156.0,0,2020
"Пензенская область, Земетчинский район",2,42.0,0,"АРМИЯ, МВД, ОРГАНЫ БЕЗОПАСНОСТИ",9.0,30000.0,0,1,1,1,0,82.0,180.0,0,2020
"Краснодарский край, Кущевский район",0,44.0,0,ЭНЕРГЕТИЧЕСКАЯ ПРОМЫШЛЕННОСТЬ,8.0,30000.0,0,1,0,1,0,73.0,174.0,1,2020
Московская область,2,75.0,0,"ТРАНСПОРТ, СВЯЗЬ",5.0,12000.0,0,0,0,1,0,80.0,176.0,0,2020
Московская область,0,39.0,0,СТРОИТЕЛЬСТВО,8.0,40000.0,0,1,1,1,0,74.0,171.0,1,2020
Московская область,1,57.0,0,"IT, ИНФОРМАЦИОННЫЕ ТЕХНОЛОГИИ",8.0,40000.0,1,1,1,1,0,75.0,174.0,1,2020
Московская область,1,36.0,0,"ЛЕГКАЯ, ПИЩЕВАЯ ПРОМЫШЛЕННОСТЬ",8.0,40000.0,0,1,1,1,0,67.0,172.0,0,2020
Московская область,0,54.0,0,"ТРАНСПОРТ, СВЯЗЬ",8.0,20000.0,0,1,1,1,1,110.0,176.0,1,2020
Московская область,2,53.0,1,"ТОРГОВЛЯ, БЫТОВОЕ ОБСЛУЖИВАНИЕ",8.0,50000.0,1,1,1,1,0,75.0,158.0,0,2020
Московская область,0,37.0,0,"ТРАНСПОРТ, СВЯЗЬ",8.0,40000.0,0,1,1,1,0,92.0,175.0,0,2020
